,SYMBOL,COMPANY NAME,SUBJECT,DETAILS,BROADCAST DATE/TIME,RECEIPT,DISSEMINATION,DIFFERENCE,ATTACHMENT,Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Next_Date,Sentiment
0,JSWSTEEL,JSW Steel Limited,press release," regarding a press release dated february 16, 2024, titled ""hon ble chief minister of odisha lays the foundation stone for jsw s mega integrated green steel manufacturing complex"".",16-Feb-2024 11:55:39,2024-02-16 11:55:39,16-Feb-2024 11:55:45,00:00:06,https://nsearchives.nseindia.com/corporate/JSWSTEEL_16022024115539_pressrelease.pdf,16-02-2024,818.1500244140625,824.4000244140625,813.5,819.9500122070312,819.9500122070312,1774587,0.0,0.0,23-02-2024,0
1,JSWSTEEL,JSW Steel Limited,press release," regarding a press release dated february 14, 2024, titled ""consolidated crude steel production in january'24 grew by 7% yoy"".",14-Feb-2024 11:00:40,2024-02-14 11:00:40,14-Feb-2024 11:00:47,00:00:07,https://nsearchives.nseindia.com/corporate/JSWSTEEL_14022024110040_ProductionPressReleaseJan24.pdf,14-02-2024,798.0,815.7999877929688,796.5499877929688,813.25,813.25,1546826,0.0,0.0,21-02-2024,0
2,JSWSTEEL,JSW Steel Limited,press release," regarding a press release dated february 13, 2024, titled ""jsw steel limited announces a 50:50 jv with jfe steel corporation, japan for the production of grain oriented electrical steel in india"".",13-Feb-2024 10:44:05,2024-02-13 10:44:05,13-Feb-2024 10:44:10,00:00:05,https://nsearchives.nseindia.com/corporate/JSWSTEEL_13022024104405_JSWSteelJVwithJapanJFEforElectricalSteel_13022024.pdf,13-02-2024,812.9500122070312,814.7000122070312,790.5499877929688,812.6500244140625,812.6500244140625,1675844,0.0,0.0,20-02-2024,0
3,JSWSTEEL,JSW Steel Limited,updates," regarding 'update on joint venture with jfe steel corporation, japan '.",08-Feb-2024 17:12:38,2024-02-08 17:12:38,08-Feb-2024 17:12:43,00:00:05,https://nsearchives.nseindia.com/corporate/JSWSTEEL_08022024171238_JSWESPL.pdf,08-02-2024,841.4500122070312,841.4500122070312,818.0,822.0999755859375,822.0999755859375,2294805,0.0,0.0,15-02-2024,0
4,JSWSTEEL,JSW Steel Limited,outcome of board meeting," regarding outcome of board meeting held on january 25, 2024 - raising of long term funds through issuance of non-convertible debentures not exceeding rs. 2000 crores",25-Jan-2024 15:18:37,2024-01-25 15:18:37,25-Jan-2024 15:18:43,00:00:06,https://nsearchives.nseindia.com/corporate/JSWSTEEL_25012024151837_fundraising.pdf,25-01-2024,815.0,821.0,792.7999877929688,815.7000122070312,815.7000122070312,3240065,0.0,0.0,02-02-2024,0
5,JSWSTEEL,JSW Steel Limited,financial result updates,", the financial results for the period ended december 31, 2023.",25-Jan-2024 15:14:02,2024-01-25 15:14:02,25-Jan-2024 15:14:08,00:00:06,https://nsearchives.nseindia.com/corporate/results_25012024151402.pdf,25-01-2024,815.0,821.0,792.7999877929688,815.7000122070312,815.7000122070312,3240065,0.0,0.0,02-02-2024,0
6,JSWSTEEL,JSW Steel Limited,board meeting intimation, about board meeting to be held on 25-jan-2024 to consider fund raising.,16-Jan-2024 16:39:37,2024-01-16 16:39:37,16-Jan-2024 16:39:41,00:00:04,https://nsearchives.nseindia.com/corporate/xbrl/JSWSTEEL_16012024163937_PRIOR_INTIMATION_16460_1023034_16012024043937_WEB.xml,16-01-2024,827.6500244140625,839.5,819.3499755859375,832.2999877929688,832.2999877929688,1920936,0.0,0.0,24-01-2024,0
7,JSWSTEEL,JSW Steel Limited,"certificate under sebi (depositories and participants) regulations, 2018"," about certificate under regulation 74(5) of  sebi (depositories and participants) regulations, 2018",10-Jan-2024 17:59:17,2024-01-10 17:59:17,10-Jan-2024 17:59:24,00:00:07,https://nsearchives.nseindia.com/corporate/JSWSTEEL_10012024175917_certificateunderreg74.pdf,10-01-2024,823.8499755859375,831.3499755859375,811.2000122070312,829.7999877929688,829.7999877929688,1265739,0.0,0.0,17-01-2024,0
8,JSWSTEEL,JSW Steel Limited,press release," regarding a press release dated january 09, 2024, titled ""consolidated crude steel production for q3 fy24"".",09-Jan-2024 08:50:57,2024-01-09 08:50:57,09-Jan-2024 08:51:02,00:00:05,https://nsearchives.nseindia.com/corporate/JSWSTEEL_09012024085057_ProductionPressReleaseDec23.pdf,09-01-2024,828.5,831.9500122070312,819.25,821.4000244140625,821.4000244140625,1458862,0.0,0.0,16-01-2024,0
9,JSWSTEEL,JSW Steel Limited,change in directors/ key managerial personnel/ auditor/ compliance officer/ share transfer agent, about change in directors/ key managerial personnel/ auditor/ compliance officer/ share transfer agent,08-Jan-2024 17:57:08,2024-01-08 17:57:08,08-Jan-2024 17:57:13,00:00:05,https://nsearchives.nseindia.com/corporate/xbrl/JSWSTEEL_08012024175708_CIM_15954_1010993_08012024055707_WEB.xml,08-01-2024,835.75,836.6500244140625,820.7000122070312,821.9500122070312,821.9500122070312,1107367,0.0,0.0,15-01-2024,0
