,SYMBOL,COMPANY NAME,SUBJECT,DETAILS,BROADCAST DATE/TIME,RECEIPT,DISSEMINATION,DIFFERENCE,ATTACHMENT,Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Next_Date,Sentiment
0,TCS,Tata Consultancy Services Limited,press release," regarding a press release dated february 08, 2024, titled ""tcs to modernize enento group s it infrastructure, digital workplace"".",08-Feb-2024 11:00:12,2024-02-08 11:00:12,08-Feb-2024 11:00:51,00:00:39,https://nsearchives.nseindia.com/corporate/TCS_08022024110012_PR_08Feb24_signed.pdf,08-02-2024,4090.0,4158.0,4086.050048828125,4134.10009765625,4134.10009765625,2345173,0.0,0.0,15-02-2024,0
1,TCS,Tata Consultancy Services Limited,press release," regarding a press release dated february 05, 2024, titled ""tcs to transform europ assistance s it operating model using artificial intelligence and machine learning"".",05-Feb-2024 13:30:16,2024-02-05 13:30:16,05-Feb-2024 13:30:26,00:00:10,https://nsearchives.nseindia.com/corporate/TCS_05022024133016_PR_05Feb24_signed.pdf,05-02-2024,3983.0,4022.0,3962.10009765625,3973.300048828125,3973.300048828125,1691523,0.0,0.0,12-02-2024,0
2,TCS,Tata Consultancy Services Limited,press release," regarding a press release dated february 01, 2024, titled ""tcs named one of world s most admired companies by fortuneￂﾮ magazine "".",01-Feb-2024 18:48:07,2024-02-01 18:48:07,01-Feb-2024 18:48:14,00:00:07,https://nsearchives.nseindia.com/corporate/TCS_01022024184807_PR_01Feb24_signed.pdf,01-02-2024,3820.0,3904.89990234375,3805.050048828125,3854.14990234375,3854.14990234375,2363107,0.0,0.0,08-02-2024,1
3,TCS,Tata Consultancy Services Limited,press release," regarding a press release dated january 30, 2024, titled ""tcs expands strategic partnership with aviva with a new 15-year agreement in the uk"".",30-Jan-2024 16:04:58,2024-01-30 16:04:58,30-Jan-2024 16:05:05,00:00:07,https://nsearchives.nseindia.com/corporate/TCS_30012024160458_PR_30Jan24_signed.pdf,30-01-2024,3807.449951171875,3847.800048828125,3787.0,3800.550048828125,3800.550048828125,1411621,0.0,0.0,06-02-2024,1
4,TCS,Tata Consultancy Services Limited,press release," regarding a press release dated january 23, 2024, titled ""tcs ranks no. 1 in customer satisfaction in france for 5th year "".",23-Jan-2024 17:52:55,2024-01-23 17:52:55,23-Jan-2024 17:53:00,00:00:05,https://nsearchives.nseindia.com/corporate/TCS_23012024175255_PR_23Jan24_signed.pdf,23-01-2024,3900.0,3933.89990234375,3842.75,3858.25,3858.25,2618854,0.0,0.0,31-01-2024,0
5,TCS,Tata Consultancy Services Limited,press release," regarding a press release dated january 18, 2024, titled ""tcs recognized as top employer in europe by top employers institute"".",18-Jan-2024 11:00:21,2024-01-18 11:00:21,18-Jan-2024 11:01:11,00:00:50,https://nsearchives.nseindia.com/corporate/TCS_18012024110021_PR_18Jan24_signed.pdf,18-01-2024,3898.0,3908.800048828125,3862.0,3902.60009765625,3884.60009765625,2239110,0.0,0.0,29-01-2024,0
6,TCS,Tata Consultancy Services Limited,press release," regarding a press release dated january 17, 2024, titled ""tcs and macquarie university launch new australian research hub to guide organisations in their net-zero journeys  "".",17-Jan-2024 10:00:15,2024-01-17 10:00:15,17-Jan-2024 10:00:20,00:00:05,https://nsearchives.nseindia.com/corporate/TCS_17012024100015_PR_17Jan24_final1_signed.pdf,17-01-2024,3819.0,3909.949951171875,3812.550048828125,3884.60009765625,3866.68310546875,3458696,0.0,0.0,25-01-2024,0
7,TCS,Tata Consultancy Services Limited,press release," regarding a press release dated january 17, 2024, titled ""tcs gains us$ 2 billion in brand value, highest value growth across the global it services industry for the year"".",17-Jan-2024 07:09:22,2024-01-17 07:09:22,17-Jan-2024 07:09:29,00:00:07,https://nsearchives.nseindia.com/corporate/TCS_17012024070922_PR_17Jan24_signed.pdf,17-01-2024,3819.0,3909.949951171875,3812.550048828125,3884.60009765625,3866.68310546875,3458696,0.0,0.0,25-01-2024,0
8,TCS,Tata Consultancy Services Limited,press release," regarding a press release dated january 12, 2024, titled ""tcs strengthens ai readiness, launches new ai experience zone"".",12-Jan-2024 11:27:07,2024-01-12 11:27:07,12-Jan-2024 11:27:12,00:00:05,https://nsearchives.nseindia.com/corporate/TCS_12012024112707_PR_12Jan24_final1_signed.pdf,12-01-2024,3848.0,3905.25,3821.60009765625,3882.800048828125,3864.891357421875,6813450,0.0,0.0,19-01-2024,0
9,TCS,Tata Consultancy Services Limited,press release," regarding a press release dated january 11, 2024, titled ""sustained cloud demand and operational excellence marks tcs  q3"".",11-Jan-2024 15:58:59,2024-01-11 15:58:59,11-Jan-2024 15:59:03,00:00:04,https://nsearchives.nseindia.com/corporate/TCS_11012024155859_BMoutcomeJan2024pressrelease_signed.pdf,11-01-2024,3724.0,3773.0,3707.0,3735.550048828125,3718.320556640625,1777909,0.0,0.0,18-01-2024,0
10,TCS,Tata Consultancy Services Limited,dividend," that board of directors at its meeting held on january 11, 2024, declared interim dividend of rs. 9 per equity share.",11-Jan-2024 15:56:39,2024-01-11 15:56:39,11-Jan-2024 15:56:51,00:00:12,https://nsearchives.nseindia.com/corporate/TCS_11012024155640_SELetter_signed.pdf,11-01-2024,3724.0,3773.0,3707.0,3735.550048828125,3718.320556640625,1777909,0.0,0.0,18-01-2024,0
11,TCS,Tata Consultancy Services Limited,dividend," that board of directors at its meeting held on january 11, 2024, declared special dividend of rs. 18 per equity share.",11-Jan-2024 15:56:39,2024-01-11 15:56:39,11-Jan-2024 15:56:58,00:00:19,https://nsearchives.nseindia.com/corporate/TCS_11012024155641_SELetter_signed.pdf,11-01-2024,3724.0,3773.0,3707.0,3735.550048828125,3718.320556640625,1777909,0.0,0.0,18-01-2024,0
12,TCS,Tata Consultancy Services Limited,financial result updates,", the financial results for the period ended december 31, 2023.",11-Jan-2024 15:53:19,2024-01-11 15:53:19,11-Jan-2024 15:53:23,00:00:04,https://nsearchives.nseindia.com/corporate/SELetter_signed_11012024155319.pdf,11-01-2024,3724.0,3773.0,3707.0,3735.550048828125,3718.320556640625,1777909,0.0,0.0,18-01-2024,0
13,TCS,Tata Consultancy Services Limited,change in directors/ key managerial personnel/ auditor/ compliance officer/ share transfer agent, about change in directors/ key managerial personnel/ auditor/ compliance officer/ share transfer agent,09-Jan-2024 22:00:15,2024-01-09 22:00:15,09-Jan-2024 22:00:23,00:00:08,https://nsearchives.nseindia.com/corporate/xbrl/TCS_09012024220015_CIM_16049_1013170_09012024100015_WEB.xml,09-01-2024,3709.949951171875,3752.35009765625,3682.75,3689.89990234375,3672.880859375,1370944,0.0,0.0,16-01-2024,0
14,TCS,Tata Consultancy Services Limited,board meeting intimation, about board meeting to be held on 11-jan-2024 to consider and approve the quarterly audited financial results of the company for the period ended december 2023 and dividend.,29-Dec-2023 16:33:38,2023-12-29 16:33:38,29-Dec-2023 16:33:55,00:00:17,https://nsearchives.nseindia.com/corporate/xbrl/TCS_29122023163338_PRIOR_INTIMATION_15552_1004719_29122023043337_WEB.xml,29-12-2023,3792.0,3822.60009765625,3765.39990234375,3793.39990234375,3775.903564453125,1574996,0.0,0.0,05-01-2024,0
15,TCS,Tata Consultancy Services Limited,press release," regarding a press release dated december 18, 2023, titled ""six partners with tcs to transform its swiss post trade market infrastructure "".",18-Dec-2023 11:02:28,2023-12-18 11:02:28,18-Dec-2023 11:02:34,00:00:06,https://nsearchives.nseindia.com/corporate/TCS_18122023110228_PR_18Dec23_signed.pdf,18-12-2023,3858.10009765625,3929.0,3830.14990234375,3859.199951171875,3841.400146484375,2521612,0.0,0.0,26-12-2023,0
16,TCS,Tata Consultancy Services Limited,closure of buy back," regarding closure of buy back with effect from december 13, 2023",13-Dec-2023 21:56:52,2023-12-13 21:56:52,13-Dec-2023 21:56:57,00:00:05,https://nsearchives.nseindia.com/corporate/TCS_13122023215652_SELetter.pdf,13-12-2023,3643.550048828125,3650.0,3563.0,3593.550048828125,3576.975341796875,3850968,0.0,0.0,20-12-2023,1
