,SYMBOL,COMPANY NAME,SUBJECT,DETAILS,BROADCAST DATE/TIME,RECEIPT,DISSEMINATION,DIFFERENCE,ATTACHMENT,Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Next_Date,Sentiment
0,MARUTI,Maruti Suzuki India Limited,updates," regarding 'intimation under regulation 30 of sebi (listing obligations & disclosure requirements) regulations, 2015'.",13-Feb-2024 17:35:55,2024-02-13 17:35:55,13-Feb-2024 17:36:04,00:00:09,https://nsearchives.nseindia.com/corporate/MARUTI_13022024173555_Reg30SMGintimationsigned.pdf,13-02-2024,10730.0,10830.0,10640.150390625,10794.5,10794.5,397979,0.0,0.0,20-02-2024,1
1,MARUTI,Maruti Suzuki India Limited,updates," regarding 'intimation under regulation 30 of sebi (listing obligations & disclosure requirements) regulations, 2015'.",13-Feb-2024 11:28:06,2024-02-13 11:28:06,13-Feb-2024 11:28:13,00:00:07,https://nsearchives.nseindia.com/corporate/MARUTI_13022024112806_Intimationsigned.pdf,13-02-2024,10730.0,10830.0,10640.150390625,10794.5,10794.5,397979,0.0,0.0,20-02-2024,1
2,MARUTI,Maruti Suzuki India Limited,updates," regarding 'intimation under regulation 30 of sebi (listing obligations & disclosure requirements) regulations, 2015'.",02-Feb-2024 18:58:19,2024-02-02 18:58:19,02-Feb-2024 18:58:26,00:00:07,https://nsearchives.nseindia.com/corporate/MARUTI_02022024185819_Reg30SMGCustomssigned.pdf,02-02-2024,10598.0,10711.599609375,10540.400390625,10655.4501953125,10655.4501953125,814940,0.0,0.0,09-02-2024,0
3,MARUTI,Maruti Suzuki India Limited,updates," regarding 'intimation under regulation 30 of the securities and exchange board of india (listing obligations and disclosure requirements) regulations, 2015'.",02-Feb-2024 16:56:38,2024-02-02 16:56:38,02-Feb-2024 16:56:45,00:00:07,https://nsearchives.nseindia.com/corporate/MARUTI_02022024165638_IntimationCCI02022024signed.pdf,02-02-2024,10598.0,10711.599609375,10540.400390625,10655.4501953125,10655.4501953125,814940,0.0,0.0,09-02-2024,0
4,MARUTI,Maruti Suzuki India Limited,press release," regarding a press release dated february 01, 2024, titled ""maruti suzuki sales in january 2024"".",01-Feb-2024 14:46:52,2024-02-01 14:46:52,01-Feb-2024 14:46:56,00:00:04,https://nsearchives.nseindia.com/corporate/MARUTI_01022024144652_SalesJan2024.pdf,01-02-2024,10210.0,10699.7998046875,10204.0,10637.9501953125,10637.9501953125,1869594,0.0,0.0,08-02-2024,0
5,MARUTI,Maruti Suzuki India Limited,change in directors/ key managerial personnel/ auditor/ compliance officer/ share transfer agent, about change in directors/ key managerial personnel/ auditor/ compliance officer/ share transfer agent,01-Feb-2024 12:35:20,2024-02-01 12:35:20,01-Feb-2024 12:35:26,00:00:06,https://nsearchives.nseindia.com/corporate/xbrl/MARUTI_01022024123520_CIM_17935_1041155_01022024123520_WEB.xml,01-02-2024,10210.0,10699.7998046875,10204.0,10637.9501953125,10637.9501953125,1869594,0.0,0.0,08-02-2024,0
6,MARUTI,Maruti Suzuki India Limited,updates," regarding 'audio recording of the investors' call held on 31st january, 2024'.",31-Jan-2024 22:43:14,2024-01-31 22:43:14,31-Jan-2024 22:43:19,00:00:05,https://nsearchives.nseindia.com/corporate/MARUTI_31012024224314_IntimationQ3signed.pdf,31-01-2024,9959.2998046875,10235.599609375,9913.0,10186.900390625,10186.900390625,997024,0.0,0.0,07-02-2024,1
7,MARUTI,Maruti Suzuki India Limited,updates," regarding 'intimation under regulation 30 of sebi (listing obligations & disclosure requirements) regulations, 2015'.",31-Jan-2024 17:45:30,2024-01-31 17:45:30,31-Jan-2024 17:45:37,00:00:07,https://nsearchives.nseindia.com/corporate/MARUTI_31012024174530_Customsintimation31012024.pdf,31-01-2024,9959.2998046875,10235.599609375,9913.0,10186.900390625,10186.900390625,997024,0.0,0.0,07-02-2024,1
8,MARUTI,Maruti Suzuki India Limited,press release," regarding a press release dated january 31, 2024, titled ""maruti suzuki financial results q3 and 9m fy 2023-24"".",31-Jan-2024 13:50:36,2024-01-31 13:50:36,31-Jan-2024 13:50:41,00:00:05,https://nsearchives.nseindia.com/corporate/MARUTI_31012024135036_PressReleaseforupload.pdf,31-01-2024,9959.2998046875,10235.599609375,9913.0,10186.900390625,10186.900390625,997024,0.0,0.0,07-02-2024,1
9,MARUTI,Maruti Suzuki India Limited,financial result updates,", the financial results for the period ended december 31, 2023.",31-Jan-2024 13:42:33,2024-01-31 13:42:33,31-Jan-2024 13:42:37,00:00:04,https://nsearchives.nseindia.com/corporate/FinalResultsNSEBSE_31012024134233.pdf,31-01-2024,9959.2998046875,10235.599609375,9913.0,10186.900390625,10186.900390625,997024,0.0,0.0,07-02-2024,1
