,SYMBOL,COMPANY NAME,SUBJECT,DETAILS,BROADCAST DATE/TIME,RECEIPT,DISSEMINATION,DIFFERENCE,ATTACHMENT,Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Next_Date,Sentiment
0,WIPRO,Wipro Limited,updates," regarding 'disclosure pursuant to regulation 30 of the securities and exchange board of india(listing obligations and disclosure requirements) regulations, 2015'.",15-Feb-2024 18:23:14,2024-02-15 18:23:14,15-Feb-2024 18:23:20,00:00:06,https://nsearchives.nseindia.com/corporate/WIPRO_15022024182314_Reg30Update.pdf,15-02-2024,516.9500122070312,522.8499755859375,513.0499877929688,518.5,518.5,7285388,0.0,0.0,22-02-2024,0
1,WIPRO,Wipro Limited,esop/esos/esps," regarding grant of 20,067 (twenty thousand and sixty seven) restricted stock units under company s ads restricted stock unit plan 2004, to its identified employee of its subsidiary company. this grant is effective from february 14, 2024.these shall vest as per the vesting schedule approved by the nomination and remuneration committee of the board and can be exercised over the exercise period as approved by the committee.",14-Feb-2024 17:59:44,2024-02-14 17:59:44,14-Feb-2024 18:00:05,00:00:21,https://nsearchives.nseindia.com/corporate/WIPRO_14022024175944_SEGrantIntimation.pdf,14-02-2024,503.9500122070313,517.0,497.0499877929688,514.5,514.5,11297328,0.0,0.0,21-02-2024,0
2,WIPRO,Wipro Limited,updates," regarding 'intimation under regulation 30 of sebi (listing obligations and disclosure requirements) regulations, 2015'.",13-Feb-2024 19:00:31,2024-02-13 19:00:31,13-Feb-2024 19:00:37,00:00:06,https://nsearchives.nseindia.com/corporate/WIPRO_13022024190031_Reg30SEIntimation.pdf,13-02-2024,503.1000061035156,513.0,491.7000122070313,511.6000061035156,511.6000061035156,11186788,0.0,0.0,20-02-2024,0
3,WIPRO,Wipro Limited,esop/esos/esps," regarding allotment of 39,686 equity shares under ads restricted stock unit plan 2004, on february 13, 2024, pursuant to exercise of esops.",13-Feb-2024 17:25:41,2024-02-13 17:25:41,13-Feb-2024 17:25:51,00:00:10,https://nsearchives.nseindia.com/corporate/WIPRO_13022024172541_Allotment_Intimation.pdf,13-02-2024,503.1000061035156,513.0,491.7000122070313,511.6000061035156,511.6000061035156,11186788,0.0,0.0,20-02-2024,0
4,WIPRO,Wipro Limited,press release," regarding a press release dated february 13, 2024, titled ""wipro invests in aggne to strengthen consulting & services capabilities in the insurance sector""",13-Feb-2024 17:00:39,2024-02-13 17:00:39,13-Feb-2024 17:00:48,00:00:09,https://nsearchives.nseindia.com/corporate/WIPRO_13022024170039_PressRelease.pdf,13-02-2024,503.1000061035156,513.0,491.7000122070313,511.6000061035156,511.6000061035156,11186788,0.0,0.0,20-02-2024,0
5,WIPRO,Wipro Limited,acquisition," about disclosure pursuant to regulation 30 of the securities and exchange board of india (listing obligations and disclosure requirements) regulations, 2015",13-Feb-2024 16:54:36,2024-02-13 16:54:36,13-Feb-2024 16:54:42,00:00:06,https://nsearchives.nseindia.com/corporate/WIPRO_13022024165436_Reg30Disclosure.pdf,13-02-2024,503.1000061035156,513.0,491.7000122070313,511.6000061035156,511.6000061035156,11186788,0.0,0.0,20-02-2024,0
6,WIPRO,Wipro Limited,analysts/institutional investor meet/con. call updates," about schedule of analyst / institutional investor meetings under the sebi (listing obligations and disclosure requirements) regulations, 2015",08-Feb-2024 15:59:08,2024-02-08 15:59:08,08-Feb-2024 15:59:14,00:00:06,https://nsearchives.nseindia.com/corporate/WIPRO_08022024155908_SEIntimationInvestorMeetingFeb2024.pdf,08-02-2024,495.8999938964844,500.1000061035156,485.1000061035156,488.8500061035156,488.8500061035156,5651920,0.0,0.0,15-02-2024,1
7,WIPRO,Wipro Limited,press release," regarding a press release dated february 07, 2024, titled ""wipro named among top employers 2024 in 13 countries across asia pacific, europe and americas"".",07-Feb-2024 17:02:11,2024-02-07 17:02:11,07-Feb-2024 17:02:17,00:00:06,https://nsearchives.nseindia.com/corporate/WIPRO_07022024170211_PR_.pdf,07-02-2024,500.9500122070313,501.7000122070313,492.5499877929688,495.2000122070313,495.2000122070313,4551767,0.0,0.0,14-02-2024,0
8,WIPRO,Wipro Limited,esop/esos/esps," regarding allotment of 1,39,706 equity shares under ads restricted stock unit plan 2004, on february 5, 2024, pursuant to exercise of esops.",05-Feb-2024 22:11:09,2024-02-05 22:11:09,05-Feb-2024 22:11:13,00:00:04,https://nsearchives.nseindia.com/corporate/WIPRO_05022024221109_Allotment_Intimation.pdf,05-02-2024,483.0,489.5,479.1499938964844,482.3500061035156,482.3500061035156,5783302,0.0,0.0,12-02-2024,0
9,WIPRO,Wipro Limited,esop/esos/esps," regarding grant of 35,336 (thirty five thousand three hundred and thirty six) restricted stock units under company ads restricted stock unit plan 2004 and 18,822 (eighteen thousand eight hundred and twenty two) restricted stock units under company restricted stock unit plan 2007, to its identified employee(s).",01-Feb-2024 22:46:29,2024-02-01 22:46:29,01-Feb-2024 22:46:35,00:00:06,https://nsearchives.nseindia.com/corporate/WIPRO_01022024224629_Grant_Intimation_signed.pdf,01-02-2024,477.5499877929688,477.7000122070313,470.6000061035156,471.3500061035156,471.3500061035156,3914060,0.0,0.0,08-02-2024,0
