,SYMBOL,COMPANY NAME,SUBJECT,DETAILS,BROADCAST DATE/TIME,RECEIPT,DISSEMINATION,DIFFERENCE,ATTACHMENT,Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Next_Date,Sentiment
0,INFY,Infosys Limited,allotment of securities," regarding allotment of 85829 securities pursuant to esop/esps at its meeting held on february 13, 2024",13-Feb-2024 20:47:18,2024-02-13 20:47:18,13-Feb-2024 20:47:24,00:00:06,https://nsearchives.nseindia.com/corporate/INFY_13022024204718_ESOP_Allotment_Batch66_12022024.pdf,13-02-2024,1683.0,1689.0999755859375,1663.5,1684.550048828125,1684.550048828125,2696481,0.0,0.0,20-02-2024,0
1,INFY,Infosys Limited,updates, regarding 'infosys collaborates with pacific international linesto drive digital transformation in logistics industry'.,13-Feb-2024 15:21:18,2024-02-13 15:21:18,13-Feb-2024 15:21:26,00:00:08,https://nsearchives.nseindia.com/corporate/INFY_13022024152118_PR_13022024.pdf,13-02-2024,1683.0,1689.0999755859375,1663.5,1684.550048828125,1684.550048828125,2696481,0.0,0.0,20-02-2024,0
2,INFY,Infosys Limited,updates, regarding 'regional investment corporation australiasubscribes to infosys finacle s saas offering on aws for its lending operations'.,30-Jan-2024 09:01:17,2024-01-30 09:01:17,30-Jan-2024 09:01:24,00:00:07,https://nsearchives.nseindia.com/corporate/INFY_30012024090117_PR_30012024.pdf,30-01-2024,1662.449951171875,1690.0,1648.25,1651.449951171875,1651.449951171875,4995943,0.0,0.0,06-02-2024,0
3,INFY,Infosys Limited,updates, regarding 'infosys brings ai-first technologies to centre court for a more immersiveaustralian open 2024 experience'.,24-Jan-2024 09:01:17,2024-01-24 09:01:17,24-Jan-2024 09:01:22,00:00:05,https://nsearchives.nseindia.com/corporate/INFY_24012024090117_PR_24012024.pdf,24-01-2024,1659.9000244140625,1680.0,1645.0,1675.4000244140625,1675.4000244140625,8999681,0.0,0.0,01-02-2024,0
4,INFY,Infosys Limited,updates," regarding ' infosys, a top 3 it services brand globally. leadsthe it services industry with the fastest cagr in brand value over 5 years. infosys  salil parekhis the no.1 it services ceo in brand guardianship index 2024'.",17-Jan-2024 09:18:21,2024-01-17 09:18:21,17-Jan-2024 09:18:26,00:00:05,https://nsearchives.nseindia.com/corporate/INFY_17012024091821_PressRelease_BrandFinance.pdf,17-01-2024,1620.25,1647.5,1620.25,1640.199951171875,1640.199951171875,9209876,0.0,0.0,25-01-2024,0
5,INFY,Infosys Limited,change in directors/ key managerial personnel/ auditor/ compliance officer/ share transfer agent, about change in directors/ key managerial personnel/ auditor/ compliance officer/ share transfer agent,12-Jan-2024 17:26:54,2024-01-12 17:26:54,12-Jan-2024 17:27:17,00:00:23,https://nsearchives.nseindia.com/corporate/xbrl/INFY_12012024172654_CIM_16265_1019049_12012024052653_WEB.xml,12-01-2024,1562.0,1618.0,1555.4000244140625,1612.75,1612.75,26754401,0.0,0.0,19-01-2024,0
6,INFY,Infosys Limited,updates," regarding 'report of auditors on financial statements for the quarter ended december 31, 2023 with udin'.",12-Jan-2024 16:23:49,2024-01-12 16:23:49,12-Jan-2024 16:23:55,00:00:06,https://nsearchives.nseindia.com/corporate/INFY_12012024162349_Auditors_Report_with_UDIN_12012024.pdf,12-01-2024,1562.0,1618.0,1555.4000244140625,1612.75,1612.75,26754401,0.0,0.0,19-01-2024,0
7,INFY,Infosys Limited,appointment," regarding appointment of ms chitra nayak as independent director of the company w.e.f. march 25, 2024.",11-Jan-2024 16:19:53,2024-01-11 16:19:53,11-Jan-2024 16:20:03,00:00:10,https://nsearchives.nseindia.com/corporate/INFY_11012024161953_InfyBMCoverletterchitra.pdf,11-01-2024,1524.9000244140625,1525.0,1486.5999755859375,1494.199951171875,1494.199951171875,11296088,0.0,0.0,18-01-2024,1
8,INFY,Infosys Limited,financial result updates,", the financial results for the period ended december 31, 2023.",11-Jan-2024 16:09:00,2024-01-11 16:09:00,11-Jan-2024 16:09:06,00:00:06,https://nsearchives.nseindia.com/corporate/InfyBMOutcome_11012024160900.pdf,11-01-2024,1524.9000244140625,1525.0,1486.5999755859375,1494.199951171875,1494.199951171875,11296088,0.0,0.0,18-01-2024,1
9,INFY,Infosys Limited,press release," regarding a press release dated december 28, 2023, titled ""infosys to announce third quarter results on january 11, 2024."".",28-Dec-2023 14:24:37,2023-12-28 14:24:37,28-Dec-2023 14:24:44,00:00:07,https://nsearchives.nseindia.com/corporate/INFY_28122023142437_PR28122023.pdf,28-12-2023,1568.949951171875,1568.949951171875,1555.0,1562.6500244140625,1562.6500244140625,5702253,0.0,0.0,04-01-2024,0
