,SYMBOL,COMPANY NAME,SUBJECT,DETAILS,BROADCAST DATE/TIME,RECEIPT,DISSEMINATION,DIFFERENCE,ATTACHMENT,Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Next_Date,Sentiment
0,HDFCLIFE,HDFC Life Insurance Company Limited,updates," regarding 'disclosure under regulation 30 of the sebi (listing obligations and disclosure requirements) regulations, 2015'.",14-Feb-2024 21:27:56,2024-02-14 21:27:56,14-Feb-2024 21:28:01,00:00:05,https://nsearchives.nseindia.com/corporate/HDFCLIFE_14022024212756_GSTorder.pdf,14-02-2024,582.4000244140625,586.9500122070312,578.4000244140625,585.3499755859375,585.3499755859375,1572158,0.0,0.0,21-02-2024,0
1,HDFCLIFE,HDFC Life Insurance Company Limited,shareholders meeting,"hdfc life insurance company limited has submitted the exchange a copy srutinizers report of  postal ballot. further, the company has informed the exchange regarding voting results.",18-Jan-2024 21:29:12,2024-01-18 21:29:12,18-Jan-2024 21:29:17,00:00:05,https://nsearchives.nseindia.com/corporate/HDFCLIFE_18012024212912_HDFCLIFE.pdf,18-01-2024,608.0,612.2999877929688,600.5999755859375,607.7999877929688,607.7999877929688,3658639,0.0,0.0,29-01-2024,0
2,HDFCLIFE,HDFC Life Insurance Company Limited,financial result updates,", the financial results for the period ended december 31, 2023.",12-Jan-2024 14:29:50,2024-01-12 14:29:50,12-Jan-2024 14:29:55,00:00:05,https://nsearchives.nseindia.com/corporate/BMOutcome_12012024142950.pdf,12-01-2024,646.8499755859375,648.5999755859375,621.2999877929688,637.5999755859375,637.5999755859375,7076942,0.0,0.0,19-01-2024,0
3,HDFCLIFE,HDFC Life Insurance Company Limited,updates," regarding 'disclosure under regulation 30 of the sebi (listing obligations and disclosure requirements)regulations, 2015'.",09-Jan-2024 10:53:08,2024-01-09 10:53:08,09-Jan-2024 10:53:14,00:00:06,https://nsearchives.nseindia.com/corporate/HDFCLIFE_09012024105308_GSTDisclosure.pdf,09-01-2024,647.0,650.7999877929688,638.5999755859375,640.9000244140625,640.9000244140625,3648496,0.0,0.0,16-01-2024,0
4,HDFCLIFE,HDFC Life Insurance Company Limited,updates," regarding 'disclosure under regulation 30 of the sebi (listing obligations and disclosure requirements) regulations, 2015'.",01-Jan-2024 13:58:57,2024-01-01 13:58:57,01-Jan-2024 13:59:03,00:00:06,https://nsearchives.nseindia.com/corporate/HDFCLIFE_01012024135857_signedSE010124.pdf,01-01-2024,647.0,652.3499755859375,644.3499755859375,648.7000122070312,648.7000122070312,1343888,0.0,0.0,08-01-2024,0
5,HDFCLIFE,HDFC Life Insurance Company Limited,board meeting intimation, about board meeting to be held on 12-jan-2024 to inter-alia consider and approve the audited financial results of the company for the quarterly ended december 2023 .,29-Dec-2023 17:53:32,2023-12-29 17:53:32,29-Dec-2023 17:53:39,00:00:07,https://nsearchives.nseindia.com/corporate/xbrl/HDFCLIFE_29122023175332_PRIOR_INTIMATION_15571_1004962_29122023055332_WEB.xml,29-12-2023,648.0999755859375,649.8499755859375,643.0,646.7000122070312,646.7000122070312,1653662,0.0,0.0,05-01-2024,0
6,HDFCLIFE,HDFC Life Insurance Company Limited,updates," regarding 'disclosure under regulation 30 of the sebi (listing obligations and disclosure requirements) regulations, 2015 '.",20-Dec-2023 18:23:38,2023-12-20 18:23:38,20-Dec-2023 18:23:45,00:00:07,https://nsearchives.nseindia.com/corporate/HDFCLIFE_20122023182338_HDFCLife.pdf,20-12-2023,671.9000244140625,674.0,640.2999877929688,644.0999755859375,644.0999755859375,3772684,0.0,0.0,28-12-2023,0
7,HDFCLIFE,HDFC Life Insurance Company Limited,updates," regarding 'disclosure under regulation 30 of the sebi (listing obligations and disclosure requirements) regulations, 2015 '.",19-Dec-2023 14:32:52,2023-12-19 14:32:52,19-Dec-2023 14:32:58,00:00:06,https://nsearchives.nseindia.com/corporate/HDFCLIFE_19122023143252_hdfclife.pdf,19-12-2023,673.0,674.0499877929688,664.2999877929688,666.0499877929688,666.0499877929688,3794818,0.0,0.0,27-12-2023,0
8,HDFCLIFE,HDFC Life Insurance Company Limited,updates, regarding 'approval received from national stock exchange of india ltd. and bse ltd. for reclassificationof abrdn (mauritius holdings) 2006 ltd. from ''promoter'' to ''public'' category'.,12-Dec-2023 21:34:45,2023-12-12 21:34:45,12-Dec-2023 21:34:51,00:00:06,https://nsearchives.nseindia.com/corporate/HDFCLIFE_12122023213445_SE121223.pdf,12-12-2023,676.9000244140625,710.5999755859375,675.3499755859375,707.3499755859375,707.3499755859375,10749420,0.0,0.0,19-12-2023,-1
9,HDFCLIFE,HDFC Life Insurance Company Limited,updates," regarding 'disclosure under regulation 30 of the sebi (listing obligations and disclosure requirements) regulations, 2015'.",12-Dec-2023 15:09:02,2023-12-12 15:09:02,12-Dec-2023 15:09:07,00:00:05,https://nsearchives.nseindia.com/corporate/HDFCLIFE_12122023150902_SE30121223.pdf,12-12-2023,676.9000244140625,710.5999755859375,675.3499755859375,707.3499755859375,707.3499755859375,10749420,0.0,0.0,19-12-2023,-1
